features,layers,momentum,mean_score,std_score
5,5,0.0,0.7108805631786183,0.005572080036038252
5,5,0.1,0.7050113351628685,0.010862593731630331
5,5,0.5,0.7143371912659586,0.001852353426587672
5,5,0.9,0.7146820188521655,0.001322124628382947
5,10,0.0,0.7063942250328124,0.00964150027488119
5,10,0.1,0.7108781768285407,0.005488685717103881
5,10,0.5,0.7136439565684285,0.002857255634740185
5,10,0.9,0.7143383844409974,0.0022651544289696442
5,15,0.0,0.712608280634769,0.003663502263078173
5,15,0.1,0.7136487292685836,0.0038626282737385573
5,15,0.5,0.7150280396134112,0.0012349361651354251
5,15,0.9,0.7143359980909199,0.002031281945922031
5,100,0.0,0.7150280396134112,0.0012349361651354251
5,100,0.1,0.7150280396134112,0.0012349361651354251
5,100,0.5,0.7150280396134112,0.0012349361651354251
5,100,0.9,0.7150280396134112,0.0012349361651354251
5,150,0.0,0.7150280396134112,0.0012349361651354251
5,150,0.1,0.7150280396134112,0.0012349361651354251
5,150,0.5,0.7150280396134112,0.0012349361651354251
5,150,0.9,0.7150280396134112,0.0012349361651354251
6,5,0.0,0.7081231356640018,0.014783637880531197
6,5,0.1,0.708805631786183,0.008255122729007601
6,5,0.5,0.7108829495286958,0.007156099399814158
6,5,0.9,0.7143383844409974,0.0022651544289696442
6,10,0.0,0.7136439565684285,0.002857255634740185
6,10,0.1,0.7150256532633337,0.0038460718026538136
6,10,0.5,0.7119174322873165,0.005133387361082149
6,10,0.9,0.7150280396134112,0.0012349361651354251
6,15,0.0,0.7136451497434673,0.002253011483436576
6,15,0.1,0.70778308077795,0.018789469549228676
6,15,0.5,0.7150280396134112,0.0012349361651354251
6,15,0.9,0.7150280396134112,0.0012349361651354251
6,100,0.0,0.7146832120272043,0.0018565834276243471
6,100,0.1,0.7146832120272043,0.0018565834276243471
6,100,0.5,0.7150280396134112,0.0012349361651354251
6,100,0.9,0.7150280396134112,0.0012349361651354251
6,150,0.0,0.7150280396134112,0.0012349361651354251
6,150,0.1,0.7150280396134112,0.0012349361651354251
6,150,0.5,0.7150280396134112,0.0012349361651354251
6,150,0.9,0.7150280396134112,0.0012349361651354251
7,5,0.0,0.7129543013960147,0.004128499604954939
7,5,0.1,0.6981159766137692,0.018406785705071788
7,5,0.5,0.7050232669132561,0.02372026215272987
7,5,0.9,0.7146820188521655,0.001322124628382947
7,10,0.0,0.7108841427037345,0.007103320451421724
7,10,0.1,0.7074358668416656,0.01756427240071367
7,10,0.5,0.7143371912659586,0.0018523534265876722
7,10,0.9,0.7146832120272043,0.0018565834276243471
7,15,0.0,0.7074310941415106,0.009742879966681736
7,15,0.1,0.714679632502088,0.0017625182489388498
7,15,0.5,0.7122658393986396,0.006007668904383817
7,15,0.9,0.7150280396134112,0.0012349361651354251
7,100,0.0,0.7150280396134112,0.0012349361651354251
7,100,0.1,0.7150280396134112,0.0012349361651354251
7,100,0.5,0.7150280396134112,0.0012349361651354251
7,100,0.9,0.7150280396134112,0.0012349361651354251
7,150,0.0,0.7150280396134112,0.0012349361651354251
7,150,0.1,0.7150280396134112,0.0012349361651354251
7,150,0.5,0.7150280396134112,0.0012349361651354251
7,150,0.9,0.7150280396134112,0.0012349361651354251
8,5,0.0,0.6970767211549934,0.027307308511876946
8,5,0.1,0.7015547070755279,0.022761107273470905
8,5,0.5,0.7098484667700753,0.00636152369373932
8,5,0.9,0.7146832120272043,0.0018565834276243471
8,10,0.0,0.7105393151175277,0.005720656663327452
8,10,0.1,0.7095000596587518,0.007425462551043115
8,10,0.5,0.7133015153322992,0.002780265801550999
8,10,0.9,0.7146832120272043,0.001856583427624347
8,15,0.0,0.7139923636797517,0.002208302690436002
8,15,0.1,0.7122634530485621,0.0033585230211318896
8,15,0.5,0.7146832120272043,0.0018565834276243471
8,15,0.9,0.7150280396134112,0.0012349361651354251
8,100,0.0,0.7150280396134112,0.0012349361651354251
8,100,0.1,0.7146820188521655,0.001322124628382947
8,100,0.5,0.7150280396134112,0.0012349361651354251
8,100,0.9,0.7150280396134112,0.0012349361651354251
8,150,0.0,0.7150280396134112,0.0012349361651354251
8,150,0.1,0.7146820188521655,0.001322124628382947
8,150,0.5,0.7150280396134112,0.0012349361651354251
8,150,0.9,0.7150280396134112,0.0012349361651354251
9,5,0.0,0.6891313685717695,0.030436810768330106
9,5,0.1,0.7025808376088771,0.02159077122624964
9,5,0.5,0.7139899773296742,0.0024996504475985268
9,5,0.9,0.7143383844409974,0.0027402638324194807
9,10,0.0,0.7077771149027562,0.009117089119412513
9,10,0.1,0.7122622598735234,0.0037921912859573237
9,10,0.5,0.7053513900489201,0.01595563009390133
9,10,0.9,0.7139935568547905,0.0029925334260788427
9,15,0.0,0.7115785705763035,0.008655805567550114
9,15,0.1,0.7077795012528337,0.015288828336403177
9,15,0.5,0.7126130533349241,0.005662264790049965
9,15,0.9,0.7139935568547905,0.0029925334260788427
9,100,0.0,0.7150280396134112,0.0012349361651354251
9,100,0.1,0.7150280396134112,0.0012349361651354251
9,100,0.5,0.7150280396134112,0.0012349361651354251
9,100,0.9,0.7150280396134112,0.0012349361651354251
9,150,0.0,0.7150280396134112,0.0012349361651354251
9,150,0.1,0.7150280396134112,0.0012349361651354251
9,150,0.5,0.7150280396134112,0.0012349361651354251
9,150,0.9,0.7150280396134112,0.0012349361651354251
